mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	HairPin:3_dim.  	decrescendo_hairpin	crescendo_hairpin
51	50	198	198	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	517												116				
51	50	397/2	397/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	518																
51	50	199	199	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	519												119				
51	50	200	200	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	520												119				
51	50	401/2	401/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	521												119				
52	51	201	201	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	522	-schrän-	-rend-										120				
52	51	405/2	405/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	523																
52	51	203	203	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	524	-ken,	-er,														
52	51	201	201	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	525																
52	51	204	204	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	526												121				
52	51	201	201	4.0	0	0	Chord	4/4	3	1	1		1	1	527																
53	52	205	205	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	528	musst	Night										122				
53	52	207	207	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	529	sie	but										122				
53	52	417/2	417/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	530	ins	fore-										122				
53	52	205	205	0.0	0	0	Dynamic	4/4	2	1	0							pp									121				
53	52	205	205	0.0	0	0	StaffText	4/4	2	1	0									"molto espressivo
sehr ausdrucksvoll"							121				
53	52	205	205	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	531												121				
53	52	207	207	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	532												121				
53	52	417/2	417/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	533												121				
53	52	205	205	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	534												123				
53	52	411/2	411/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	535												123				
53	52	206	206	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	536												123				
53	52	413/2	413/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	537												123				
53	52	207	207	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	538												123				
53	52	415/2	415/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	539												123				
53	52	208	208	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	540												123				
53	52	417/2	417/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	541																
54	53	209	209	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	542	ew’-	-bodes										122, 124				
54	53	210	210	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	543												122				
54	53	212	212	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	544	-ge	bright										122				
54	53	209	209	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	545												121				
54	53	210	210	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	546																
54	53	212	212	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	547												125				
54	53	425/2	425/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	548												125				
54	53	209	209	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	549												126				
54	53	419/2	419/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	550												126				
54	53	210	210	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	551												126				
54	53	421/2	421/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	552												126				
54	53	211	211	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	553												126				
54	53	423/2	423/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	554												126				
54	53	212	212	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	555												126				
54	53	425/2	425/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	556																
55	54	213	213	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	557	Licht,	day,										122, 127				
55	54	214	214	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	558																
55	54	216	216	0.0	3/4	3/4	StaffText	4/4	1	1	0									"non trainando
nicht schleppend"											
55	54	216	216	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	559	ins	e-														
55	54	213	213	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	560												125				
55	54	214	214	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	561																
55	54	216	216	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	562												128				
55	54	433/2	433/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	563																
55	54	213	213	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	564												129				
55	54	427/2	427/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	565												129				
55	54	214	214	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	566												129				
55	54	429/2	429/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	567												129				
55	54	215	215	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	568												129				
55	54	431/2	431/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	569												129				
55	54	216	216	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	570												129				
55	54	433/2	433/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	571																
56	55	217	217	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	572	ew’-	-ter-										130				
56	55	218	218	0.0	1/4	1/4	Spanner	4/4	1	1	0																130				5
56	55	218	218	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	573												130				5
56	55	219	219	0.0	1/2	1/2	Spanner	4/4	1	1	0																130				
56	55	219	219	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	574				articAccentAbove								130				
56	55	220	220	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	575				articAccentAbove								130				
56	55	217	217	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	576												131				
56	55	218	218	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	577												131				
56	55	437/2	437/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	578												131				
56	55	219	219	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	579												131				
56	55	439/2	439/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	580												131				
56	55	220	220	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	581												131				
56	55	441/2	441/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	582												131				
56	55	217	217	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	583												132				
56	55	435/2	435/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	584												132				
56	55	218	218	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	585												132				
56	55	437/2	437/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	586												132				
56	55	219	219	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	587												132				
56	55	439/2	439/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	588												132				
56	55	220	220	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	589												132				
56	55	441/2	441/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	590												132				
57	56	221	221	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	591												130				
57	56	222	222	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	592												130				
57	56	223	223	0.0	1/2	1/2	Spanner	4/4	1	1	0																			3	
57	56	223	223	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	593															3	
57	56	224	224	0.0	3/4	3/4	Spanner	4/4	1	1	0																				
57	56	224	224	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	594	-ge	-nal														
57	56	221	221	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	595												131				
57	56	443/2	443/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	596												131				
57	56	222	222	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	597												131				
57	56	445/2	445/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	598																
57	56	223	223	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	599												133				
57	56	447/2	447/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	600												133				
57	56	224	224	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	601												133				
57	56	449/2	449/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	602																
57	56	221	221	4.0	0	0	Chord	4/4	2	2	1		1	1	603																
57	56	221	221	4.0	0	0	Chord	4/4	3	1	1		1	1	604																
58	57	225	225	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	605	Licht	light’s										134				
58	57	227	227	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	606																
58	57	457/2	457/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	607	ver-	bright														
58	57	225	225	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	608												135				
58	57	226	226	1.5	1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	609												135				
58	57	455/2	455/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	610												135				
58	57	228	228	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	611												135				
58	57	457/2	457/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	612																
58	57	225	225	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	613												136				
58	57	451/2	451/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	614												136				
58	57	226	226	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	615												136				
58	57	453/2	453/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	616												136				
58	57	227	227	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	617												137				
59	58	229	229	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	618	-sen-	splend-		articAccentAbove								138				
59	58	231	231	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	619				articAccentAbove								138				
59	58	232	232	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	620				articAccentAbove												
59	58	229	229	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	621												139				
59	58	459/2	459/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	622												139				
59	58	230	230	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	623												139				
59	58	461/2	461/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	624												139				
59	58	231	231	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	625												139				
59	58	463/2	463/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	626												139				
59	58	232	232	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	627												139				
59	58	465/2	465/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	628																
59	58	229	229	4.0	0	0	Chord	4/4	3	1	1		1	1	629																
60	59	233	233	0.0	0	0	SystemText	4/4	1	1	0										Bewegter, rubato										
60	59	233	233	0.0	0	0	StaffText	4/4	1	1	0									Più mosso, rubato											
60	59	233	233	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	630	-ken!	-our!														
60	59	234	234	0.0	1/4	1/4	Tempo	4/4	1	1	0											𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0					
60	59	233	233	0.0	0	0	StaffText	4/4	2	1	0									Mit leidenschaftlichem Ausdruck											
60	59	233	233	0.0	0	0	Spanner	4/4	2	1	0																				6
60	59	233	233	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	631												140				6
60	59	467/2	467/2	0.0	1/8	1/8	StaffText	4/4	2	1	0									Con espressione appassionata							140				6
60	59	467/2	467/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	632												140				6
60	59	234	234	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	633												140				6
60	59	469/2	469/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	634												140				6
60	59	235	235	0.0	1/2	1/2	Spanner	4/4	2	1	0																140				
60	59	235	235	0.0	1/2	1/2	Spanner	4/4	2	1	0																140			4	
60	59	235	235	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	635												140			4	
60	59	471/2	471/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	636												140			4	
60	59	236	236	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	637												140			4	
60	59	473/2	473/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	638															4	
60	59	233	233	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	639												141				
60	59	467/2	467/2	0.0	1/8	1/8	Spanner	4/4	3	1	0																141				7
60	59	467/2	467/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	640												141				7
60	59	234	234	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	641												141				7
60	59	469/2	469/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	642																7
60	59	235	235	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	643												142				7
60	59	471/2	471/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	644												142				7
60	59	236	236	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	645												142				7
60	59	473/2	473/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																				
60	59	473/2	473/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	646																
61	60	237	237	0.0	0	0	Spanner	4/4	2	1	0																				
61	60	237	237	0.0	0	0	Spanner	4/4	2	1	0																				8
61	60	237	237	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	647												143				8
61	60	475/2	475/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	648												143				8
61	60	238	238	0.0	1/4	1/4	Spanner	4/4	2	1	0																143				
61	60	238	238	0.0	1/4	1/4	Spanner	4/4	2	1	0																143			5	
61	60	238	238	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	649												143			5	
61	60	477/2	477/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	650															5	
61	60	239	239	0.0	1/2	1/2	Spanner	4/4	2	1	0																				
61	60	239	239	0.0	1/2	1/2	Spanner	4/4	2	1	0																				9
61	60	239	239	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	651												144				9
61	60	479/2	479/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	652												144				9
61	60	240	240	0.0	3/4	3/4	Spanner	4/4	2	1	0																144				
61	60	240	240	0.0	3/4	3/4	Spanner	4/4	2	1	0																144			6	
61	60	240	240	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	653												144			6	
61	60	481/2	481/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	654															6	
61	60	237	237	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	655												145				
61	60	475/2	475/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	656												145				
61	60	238	238	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	657												145				
61	60	477/2	477/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	658												145				
61	60	239	239	0.0	1/2	1/2	Spanner	4/4	3	1	0																145			7	
61	60	239	239	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	659												145			7	
61	60	479/2	479/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	660												145			7	
61	60	240	240	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	661												145			7	
61	60	481/2	481/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																				
61	60	481/2	481/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	662																
62	61	241	241	0.0	0	0	Spanner	4/4	2	1	0																				
62	61	241	241	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	663												146				
62	61	483/2	483/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																146				10
62	61	483/2	483/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	664												146				10
62	61	242	242	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	665												146				10
62	61	485/2	485/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	666												146				10
62	61	243	243	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	667												146				10
62	61	487/2	487/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	668												146				10
62	61	244	244	0.0	3/4	3/4	Spanner	4/4	2	1	0																146				
62	61	244	244	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	669												146				
62	61	489/2	489/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	670																
62	61	241	241	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	671												147				
62	61	483/2	483/2	0.0	1/8	1/8	Spanner	4/4	3	1	0																147				11
62	61	483/2	483/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	672												147				11
62	61	242	242	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	673												147				11
62	61	485/2	485/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	674												147				11
62	61	243	243	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	675												147				11
62	61	487/2	487/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	676												147				11
62	61	244	244	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	677												147				11
62	61	489/2	489/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																				
62	61	489/2	489/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	678																
63	62	245	245	0.0	0	0	Spanner	4/4	2	1	0																				12
63	62	245	245	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	679												148				12
63	62	491/2	491/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	680												148				12
63	62	246	246	0.0	1/4	1/4	Spanner	4/4	2	1	0																148				
63	62	246	246	0.0	1/4	1/4	Spanner	4/4	2	1	0																148			8	
63	62	246	246	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	681				articAccentAbove								148			8	
63	62	493/2	493/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	682															8	
63	62	247	247	0.0	1/2	1/2	Spanner	4/4	2	1	0																				
63	62	247	247	0.0	1/2	1/2	Spanner	4/4	2	1	0																				13
63	62	247	247	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	683												149				13
63	62	495/2	495/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	684												149				13
63	62	248	248	0.0	3/4	3/4	Spanner	4/4	2	1	0																149				
63	62	248	248	0.0	3/4	3/4	Spanner	4/4	2	1	0																149			9	
63	62	248	248	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	685				articAccentAbove								149			9	
63	62	497/2	497/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	686															9	
63	62	245	245	0.0	0	0	Spanner	4/4	3	1	0																			10	
63	62	245	245	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	687												150			10	
63	62	491/2	491/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	688												150			10	
63	62	246	246	0.0	1/4	1/4	Spanner	4/4	3	1	0																150				
63	62	246	246	0.0	1/4	1/4	Spanner	4/4	3	1	0																150				14
63	62	246	246	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	689												150				14
63	62	493/2	493/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	690												150				14
63	62	247	247	0.0	1/2	1/2	Dynamic	4/4	3	1	0							sf									150				
63	62	247	247	0.0	1/2	1/2	Spanner	4/4	3	1	0																150				
63	62	247	247	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	691												150				
63	62	495/2	495/2	0.0	5/8	5/8	Spanner	4/4	3	1	0																150			11	
63	62	495/2	495/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	692												150			11	
63	62	248	248	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	693												150			11	
63	62	497/2	497/2	0.0	7/8	7/8	Dynamic	4/4	3	1	0							mp													
63	62	497/2	497/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																				
63	62	497/2	497/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	694																
64	63	249	249	0.0	0	0	Spanner	4/4	2	1	0																				
64	63	249	249	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	695												151				
64	63	499/2	499/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	696												151				
64	63	250	250	0.0	1/4	1/4	Spanner	4/4	2	1	0																151				15
64	63	250	250	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	697												151				15
64	63	501/2	501/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	698												151				15
64	63	251	251	0.0	1/2	1/2	Dynamic	4/4	2	1	0							f									151				
64	63	251	251	0.0	1/2	1/2	Spanner	4/4	2	1	0																151				
64	63	251	251	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	699												151				
64	63	503/2	503/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	700												151				
64	63	252	252	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	701												151				
64	63	505/2	505/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	702																
64	63	252	252	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	703				articAccentBelow								152				
64	63	249	249	0.0	0	0	Spanner	4/4	3	1	0																				16
64	63	249	249	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	704												153				16
64	63	499/2	499/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	705												153				16
64	63	250	250	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	706												153				16
64	63	501/2	501/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	707												153				16
64	63	251	251	0.0	1/2	1/2	Spanner	4/4	3	1	0																				
64	63	251	251	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	708				articAccentAbove								154				
65	64	253	253	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	709												155				
65	64	507/2	507/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	710																
65	64	254	254	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	711												156				
65	64	509/2	509/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	712																
65	64	255	255	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	713												157				
65	64	511/2	511/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	714																
65	64	256	256	0.0	3/4	3/4	Spanner	4/4	2	1	0																	0	0		
65	64	256	256	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	715												158	0	0		
65	64	513/2	513/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	716													0	0		
65	64	253	253	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	717				articAccentBelow								152	0	0		
65	64	254	254	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	718				articAccentBelow								152	0	0		
65	64	255	255	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	719				articAccentBelow								152	0	0		
65	64	256	256	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	720												152	0	0		
65	64	513/2	513/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	721													0	0		
65	64	253	253	4.0	0	0	Chord	4/4	3	1	1		1	1	722																
66	65	257	257	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	723												159	0	0		
66	65	515/2	515/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	724													0	0		
66	65	258	258	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	725												160	0	0		
66	65	517/2	517/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	726													0	0		
66	65	259	259	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	727												161	0	0		
66	65	519/2	519/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	728													0	0		
66	65	260	260	0.0	3/4	3/4	Spanner	4/4	2	1	0																				
66	65	260	260	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	729												162				
66	65	521/2	521/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	730																
66	65	257	257	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	731												163				
66	65	258	258	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	732												163				
66	65	259	259	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	733												163				
66	65	260	260	0.0	3/4	3/4	Spanner	4/4	2	2	0																163			12	
66	65	260	260	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	734												163			12	
