mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
54	54	262	262	0.0	0	0	Spanner	3/2	3	1	0																			
54	54	262	262	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	821												135				
54	54	264	264	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	822																
54	54	262	262	4.0	0	0	Chord	3/2	3	2	1	1	1	823																
55	55	268	268	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	824	du,	thou,										136				
55	55	270	270	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	825																
55	55	272	272	0.0	1	1	StaffText	3/2	1	1	0								"Proromperando in dolore
Mit ausbrechendem Schmerz"											
55	55	272	272	0.0	1	1	Spanner	3/2	1	1	0																	11		
55	55	272	272	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	826	o	life's										137		11		
55	55	273	273	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	827														11		
55	55	268	268	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	828												138				
55	55	270	270	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	829																
55	55	268	268	4.0	0	0	Chord	3/2	2	2	1	1	1	830																
55	55	268	268	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	831												139				
55	55	270	270	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	832												139				
55	55	272	272	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	833																
55	55	268	268	4.0	0	0	Chord	3/2	3	2	1	1	1	834																
55	55	272	272	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	835																
56	56	274	274	0.0	0	0	Dynamic	3/2	1	1	0						mp													
56	56	274	274	0.0	0	0	Spanner	3/2	1	1	0																			
56	56	274	274	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	836	du,	boon,										140				
56	56	275	275	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	837												140				
56	56	276	276	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	838																
56	56	277	277	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	839	des	thy														
56	56	278	278	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	840	Va-	fa-														
56	56	279	279	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	841	-ters	-ther's														
56	56	274	274	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	842				articAccentAbove												
56	56	274	274	4.0	0	0	Chord	3/2	2	2	1	1	1	843																
56	56	278	278	1.0	1	1	Chord	3/2	2	2	1/4	1/4	1	844												141				
56	56	279	279	1.0	5/4	5/4	Chord	3/2	2	2	1/4	1/4	1	845																
56	56	274	274	0.0	0	0	Dynamic	3/2	3	1	0						pp													
56	56	274	274	4.0	0	0	Chord	3/2	3	1	1	1	1	846												142				
56	56	278	278	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	847												142				
57	57	280	280	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	848	Zel-	trea-										143				
57	57	281	281	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	849												143				
57	57	282	282	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	850												143				
57	57	283	283	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	851																
57	57	284	284	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	852	-le,	-sure,										144				
57	57	285	285	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	853																
57	57	280	280	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	854												145				
57	57	282	282	0.0	1/2	1/2	Spanner	3/2	2	1	0															145		12		
57	57	282	282	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	855												145		12		
57	57	284	284	0.0	1	1	Spanner	3/2	2	1	0																			
57	57	284	284	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	856																
57	57	280	280	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	857																
58	58	286	286	0.0	0	0	Spanner	4/4	1	1	0																	13		
58	58	286	286	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	858	ach,	mo-												13		
58	58	287	287	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	859	zu	-ther’s												13		
58	58	288	288	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
58	58	288	288	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	860	schnel-	plea-														
58	58	286	286	0.0	0	0	Dynamic	4/4	2	1	0						f													
58	58	286	286	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	861												146				
58	58	288	288	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	862																
58	58	286	286	0.0	0	0	Dynamic	4/4	3	1	0						p													
58	58	286	286	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	863												147				
58	58	289	289	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	864												147				
59	59	290	290	0.0	0	0	Dynamic	4/4	1	1	0						f													
59	59	290	290	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	865												148				
59	59	291	291	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	866																
59	59	292	292	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	867	-le,	-sure,														
59	59	293	293	0.0	3/4	3/4	Dynamic	4/4	1	1	0						mf													
59	59	293	293	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	868	zu	too														
59	59	290	290	0.0	0	0	Spanner	4/4	2	1	0																			14
59	59	290	290	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	869												149				14
59	59	291	291	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	870												149				14
59	59	292	292	0.0	1/2	1/2	Spanner	4/4	2	1	0															149				
59	59	292	292	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	871												149				
59	59	293	293	0.0	3/4	3/4	Dynamic	4/4	2	1	0						mp													
59	59	293	293	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	872																
59	59	290	290	4.0	0	0	Chord	4/4	3	1	1	1	1	873																
60	60	294	294	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	874	schnell	soon,														
60	60	297	297	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	875	er-	thou														
60	60	298	298	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	876	-losch’-	light														
60	60	299	299	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	877	-ner	of														
60	60	294	294	0.0	0	0	Dynamic	3/2	2	1	0						f													
60	60	294	294	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	878												150				
60	60	295	295	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	879												150				
60	60	296	296	0.0	1/2	1/2	Spanner	3/2	2	1	0															150				15
60	60	296	296	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	880												150				15
60	60	297	297	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	881												150				15
60	60	298	298	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	882												150				15
60	60	299	299	0.0	5/4	5/4	Dynamic	3/2	2	1	0						mp													
60	60	299	299	0.0	5/4	5/4	Spanner	3/2	2	1	0																			
60	60	299	299	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	883																
60	60	294	294	4.0	0	0	Chord	3/2	3	1	1	1	1	884												151				
60	60	298	298	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	885																
61	61	300	300	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	886	Freu-	joy,										152				
61	61	301	301	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	887												152				
61	61	302	302	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	888												152				
61	61	303	303	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	889																
61	61	304	304	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	890	-den-	art										153				
61	61	305	305	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	891																
61	61	300	300	4.0	0	0	Chord	3/2	3	1	1	1	1	892																
61	61	304	304	0.0	1	1	Spanner	3/2	3	1	0																	14		
61	61	304	304	1.0	1	1	Chord	3/2	3	1	1/4	1/4	1	893														14		
61	61	305	305	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	894												154		14		
61	61	300	300	4.0	0	0	Chord	3/2	3	2	1	1	1	895												155		14		
61	61	304	304	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	896														14		
61	61	300	300	6.0	0	0	Chord	3/2	3	3	3/2	1	3/2	897														14		
62	62	306	306	0.0	0	0	Spanner	3/2	1	1	0																	15		
62	62	306	306	4.0	0	0	Chord	3/2	1	1	1	1	1	898	-schein,	fled,												15		
62	62	310	310	0.0	1	1	Spanner	3/2	1	1	0																			
62	62	310	310	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	899																
62	62	311	311	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	900	er-	thou,		articAccentAbove												
62	62	306	306	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	901																
62	62	307	307	0.0	1/4	1/4	Spanner	3/2	2	1	0																			16
62	62	307	307	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	902																16
62	62	308	308	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	903																16
62	62	309	309	0.0	3/4	3/4	Spanner	3/2	2	1	0																			
62	62	309	309	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	904																
62	62	310	310	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	905																
62	62	311	311	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	906																
62	62	306	306	0.0	0	0	Dynamic	3/2	3	1	0						sf									154				
62	62	306	306	0.0	0	0	Spanner	3/2	3	1	0															154				
62	62	306	306	4.0	0	0	Chord	3/2	3	1	1	1	1	907												154, 156				
62	62	310	310	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	908												154				
63	63	312	312	0.0	0	0	StaffText	3/2	1	1	0								poco ritard.											
63	63	312	312	0.0	0	0	Tempo	3/2	1	1	0										𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0					
63	63	312	312	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	909	-losch’-	light														
63	63	313	313	0.0	1/4	1/4	Tempo	3/2	1	1	0										𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0					
63	63	313	313	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	910	-ner	of														
63	63	314	314	0.0	1/2	1/2	Tempo	3/2	1	1	0										𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0					
63	63	314	314	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	911	Freu-	joy,										157				
63	63	316	316	0.0	1	1	Tempo	3/2	1	1	0										𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0					
63	63	316	316	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	912																
63	63	317	317	0.0	5/4	5/4	Tempo	3/2	1	1	0										𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0					
63	63	317	317	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	913	-den-	art														
63	63	312	312	0.0	0	0	StaffText	3/2	3	1	0								poco ritard.											
63	63	312	312	1.0	0	0	Chord	3/2	3	1	1/4	1/4	1	914												158				
63	63	313	313	1.0	1/4	1/4	Chord	3/2	3	1	1/4	1/4	1	915												158				
63	63	314	314	1.0	1/2	1/2	Chord	3/2	3	1	1/4	1/4	1	916												158				
63	63	315	315	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	917												158				
63	63	316	316	1.0	1	1	Chord	3/2	3	1	1/4	1/4	1	918												158				
63	63	317	317	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	919																
63	63	312	312	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	920												159				
63	63	314	314	4.0	1/2	1/2	Chord	3/2	3	2	1	1	1	921																
64	64	318	318	0.0	0	0	SystemText	3/2	1	1	0									Wie zu Anfang										
64	64	318	318	0.0	0	0	Tempo	3/2	1	1	0										"𝅘𝅥=52
"	52.0	𝅘𝅥	52.0	0.0					
64	64	318	318	0.0	0	0	StaffText	3/2	1	1	0								Come al principio											
64	64	318	318	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	922	-schein!	fled!														
64	64	318	318	0.5	0	0	Chord	3/2	2	1	1/8	1/8	1	923												160				
64	64	637/2	637/2	0.5	1/8	1/8	Chord	3/2	2	1	1/8	1/8	1	924																
64	64	319	319	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	925												161				
64	64	639/2	639/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	926																
64	64	641/2	641/2	0.5	5/8	5/8	Chord	3/2	2	1	1/8	1/8	1	927												162				
64	64	321	321	0.5	3/4	3/4	Chord	3/2	2	1	1/8	1/8	1	928												162				
64	64	643/2	643/2	0.5	7/8	7/8	Chord	3/2	2	1	1/8	1/8	1	929																
64	64	322	322	0.5	1	1	Chord	3/2	2	1	1/8	1/8	1	930												163				
64	64	645/2	645/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8	1/8	1	931																
64	64	323	323	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	932												164				
64	64	647/2	647/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	933																
64	64	318	318	0.0	0	0	StaffText	3/2	2	2	0								ausdrucksvoll											
64	64	318	318	0.0	0	0	StaffText	3/2	2	2	0								espressivo											
64	64	318	318	0.0	0	0	Dynamic	3/2	2	2	0						p													
64	64	320	320	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	934																
64	64	322	322	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	935																
64	64	318	318	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	936																
64	64	320	320	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	937																
64	64	318	318	0.0	0	0	Dynamic	3/2	3	2	0						pp													
64	64	318	318	1.0	0	0	Chord	3/2	3	2	1/4	1/4	1	938												165				
64	64	319	319	1.0	1/4	1/4	Chord	3/2	3	2	1/4	1/4	1	939												165				
64	64	320	320	1.0	1/2	1/2	Chord	3/2	3	2	1/4	1/4	1	940												165				
64	64	321	321	1.0	3/4	3/4	Chord	3/2	3	2	1/4	1/4	1	941												165				
64	64	322	322	1.0	1	1	Chord	3/2	3	2	1/4	1/4	1	942												165				
64	64	323	323	1.0	5/4	5/4	Chord	3/2	3	2	1/4	1/4	1	943																
65	65	324	324	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	944												166				
65	65	326	326	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	945																
65	65	324	324	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	946												167				
65	65	649/2	649/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	947																
65	65	325	325	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	948												168				
65	65	651/2	651/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	949																
65	65	653/2	653/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	950												169				
65	65	327	327	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	951												169				
65	65	655/2	655/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	952																
65	65	324	324	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	953																
65	65	326	326	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	954																
65	65	324	324	1.0	0	0	Chord	4/4	3	3	1/4	1/4	1	955												170				
65	65	325	325	1.0	1/4	1/4	Chord	4/4	3	3	1/4	1/4	1	956												170				
65	65	326	326	1.0	1/2	1/2	Chord	4/4	3	3	1/4	1/4	1	957												170				
65	65	327	327	1.0	3/4	3/4	Chord	4/4	3	3	1/4	1/4	1	958																
66	66	328	328	0.0	0	0	Spanner	4/4	2	1	0																	16		
66	66	328	328	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	959												171		16		
66	66	329	329	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	960														16		
66	66	330	330	0.0	1/2	1/2	Dynamic	4/4	2	1	0						mf													
66	66	330	330	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
66	66	330	330	0.0	1/2	1/2	Spanner	4/4	2	1	0																			17
66	66	330	330	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	961												172				17
66	66	331	331	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	962																17
66	66	328	328	4.0	0	0	Chord	4/4	3	1	1	1	1	963																
66	66	328	328	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	964																
66	66	330	330	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	965																
67	67	332	332	0.0	0	0	Dynamic	4/4	2	1	0						p													
67	67	332	332	0.0	0	0	Spanner	4/4	2	1	0																			
67	67	332	332	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	966												173				
67	67	335	335	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	967																
67	67	332	332	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	968												174				
67	67	333	333	3.0	1/4	1/4	Chord	4/4	3	1	3/4	1/2	3/2	969																
67	67	332	332	4.0	0	0	Chord	4/4	3	2	1	1	1	970																
67	67	332	332	0.5	0	0	Chord	4/4	3	3	1/8	1/8	1	971												175				
67	67	665/2	665/2	0.5	1/8	1/8	Chord	4/4	3	3	1/8	1/8	1	972																
67	67	333	333	0.5	1/4	1/4	Chord	4/4	3	3	1/8	1/8	1	973												176				
67	67	667/2	667/2	0.0	3/8	3/8	Spanner	4/4	3	3	0																	17		
67	67	667/2	667/2	0.5	3/8	3/8	Chord	4/4	3	3	1/8	1/8	1	974														17		
67	67	334	334	0.5	1/2	1/2	Chord	4/4	3	3	1/8	1/8	1	975												177		17		
67	67	669/2	669/2	0.5	5/8	5/8	Chord	4/4	3	3	1/8	1/8	1	976														17		
67	67	335	335	0.5	3/4	3/4	Chord	4/4	3	3	1/8	1/8	1	977				articAccentBelow								178		17		
67	67	671/2	671/2	0.0	7/8	7/8	Spanner	4/4	3	3	0																			
67	67	671/2	671/2	0.5	7/8	7/8	Chord	4/4	3	3	1/8	1/8	1	978																
68	68	336	336	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0					
68	68	337	337	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=54.7	55.0	𝅘𝅥	54.7	0.0					
68	68	338	338	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=53.3	53.0	𝅘𝅥	53.3	0.0					
68	68	339	339	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=52	52.0	𝅘𝅥	52.0	0.0					
68	68	336	336	0.0	0	0	Dynamic	4/4	2	1	0						mf													
68	68	336	336	0.0	0	0	Spanner	4/4	2	1	0																			18
68	68	336	336	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	979												179				18
68	68	337	337	0.0	1/4	1/4	Spanner	4/4	2	1	0																			
68	68	337	337	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	980																
68	68	338	338	0.0	1/2	1/2	StaffText	4/4	2	1	0								poco rit. morendo											
68	68	338	338	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p													
68	68	338	338	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	981																
68	68	336	336	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	982																
68	68	338	338	0.0	1/2	1/2	Spanner	4/4	3	1	0																			19
68	68	339	339	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	983												180				19
68	68	336	336	4.0	0	0	Chord	4/4	3	2	1	1	1	984																19
69	69	340	340	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=50.7	51.0	𝅘𝅥	50.7	0.0					
69	69	341	341	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=49.3	49.0	𝅘𝅥	49.3	0.0					
69	69	342	342	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0					
69	69	340	340	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	985																
69	69	342	342	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	986																
69	69	340	340	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	987												180				19
69	69	341	341	0.0	1/4	1/4	Dynamic	4/4	3	1	0						pp									180				
69	69	341	341	0.0	1/4	1/4	Spanner	4/4	3	1	0															180				
69	69	341	341	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	988												180				
69	69	342	342	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	989																
69	69	340	340	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	990																
70	70	344	344	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=45.3	45.0	𝅘𝅥	45.3	0.0					
70	70	344	344	4.0	0	0	Chord	4/4	2	1	1	1	1	991																
70	70	344	344	4.0	0	0	Chord	4/4	3	1	1	1	1	992																
70	70	344	344	0.0	0	0	Dynamic	4/4	3	2	0						ppp													
70	70	344	344	4.0	0	0	Chord	4/4	3	2	1	1	1	993																
