mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	2		d.i{		d	i		i		i						{	m	1	1	0, -3, 1		0	0
4	4	0	0	4/4	3	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
5	5	0	0	4/4	3	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	6	0	0	4/4	3	1		i7		d	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
7	7	0	0	4/4	3	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
7	7	1/2	1/2	4/4	3	1		i43		d	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
9	9	0	0	4/4	3	2		vii6		d	i		vii6		vii		6					m	1	1	-5, -1, -2		-2	-5
9	9	1/2	1/2	4/4	3	2		i		d	i		i		i							m	1	1	0, -3, 1		0	0
10	10	0	0	4/4	3	1		vii		d	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
11	11	0	0	4/4	3	1		Ger65/vii		d	i		Ger65/vii	Ger	vii	o	65	b3	V/vii			Ger	1	1	-6, -2, -5, 4		4	-6
11	11	1/2	1/2	4/4	3	1		vii64		d	i		vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
12	12	0	0	4/4	3	2		V7/bIV		d	i		V7/bIV		V		7		bIV			Mm7	1	1	-7, -3, -6, -9		-7	-7
14	14	0	0	4/4	3	3		V7/VI		d	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
14	14	1/2	1/2	4/4	3	3		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
14	14	3/4	3/4	4/4	3	3		It6/III		d	i		It6/III	It	vii	o	6	b3	V/III			It	1	1	-7, -3, 3		3	-7
15	15	0	0	4/4	3	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
16	16	0	0	4/4	3	1		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
16	16	3/4	3/4	4/4	3	1		V2(+4)		d	i		V2(+4)		V		2	+4				Mm7	1	1	-1, 1, 5, 2	0	1	-1
17	17	0	0	4/4	3	2		i6(#7)	III+	d	i		i6(#7)		i		6	#7				m	1	1	-3, 1, 5		0	-3
17	17	1/2	1/2	4/4	3	2		ii%7		d	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
17	17	3/4	3/4	4/4	3	2		Fr2/IV		d	i		Fr2/IV	Fr	V		2	b5	V/IV			Fr	1	1	-1, 1, 5, -5		1	-1
18	18	0	0	4/4	3	2		i		d	i		i		i							m	1	1	0, -3, 1		0	0
19	19	0	0	4/4	3	2		VI6		d	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
19	19	1/2	1/2	4/4	3	2		iii		d	i		iii		iii							m	1	1	-3, -6, -2		-3	-3
20	20	0	0	4/4	3	1		ii65		d	i		ii65		ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
20	20	1/2	1/2	4/4	3	1		V(+4)		d	i		V(+4)		V			+4				M	1	1	1, 5, 2	0	1	1
21	21	0	0	4/4	3	1		i7		d	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
21	21	1/2	1/2	4/4	3	1		ii65		d	i		ii65		ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
22	22	1/2	1/2	4/4	3	1		V(94)		d	i		V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
23	23	0	0	4/4	3	1		Fr65		d	i		Fr65	Fr	V		65	b5	V			Fr	1	1	6, -4, 0, 2		2	6
24	24	1/2	1/2	4/4	3	2		V(94)		d	i		V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
25	25	1/2	1/2	4/4	3	2		ii%2		d	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
27	27	0	0	4/4	3	2		viio43/V		d	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
29	29	0	0	4/4	3	2		VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
29	29	1/2	1/2	4/4	3	1		Fr65/vii		d	i		Fr65/vii	Fr	V		65	b5	V/vii			Fr	1	1	4, -6, -2, 0		0	4
30	30	0	0	4/4	3	1		V7/V		d	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
31	31	0	0	4/4	3	2		V(4)|HC}		d	i		V(4)		V			4		HC	}	M	1	1	1, 0, 2		1	1
33	33	0	0	4/4	3	2		iv64{		d	i		iv64		iv		64				{	m	1	1	0, -1, -4		-1	0
35	35	0	0	4/4	3	1		iv		d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
35	35	1/2	1/2	4/4	3	1		III+6		d	i		III+6		III	+	6					+	1	1	1, 5, -3		-3	1
36	36	0	0	4/4	3	1		i7		d	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
37	37	1/2	1/2	4/4	3	1		VI.V(+b6)/ii		d	VI		V(+b6)/ii		V			+b6	ii			M	1	0	3, 7, 4	-8	3	3
38	38	0	0	4/4	3	1		viio2		d	VI		viio2		vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
38	38	1/2	1/2	4/4	3	1		viio6/IV		d	VI		viio6/IV		vii	o	6		IV			o	1	0	1, -2, 4		4	1
39	39	0	0	4/4	3	2		bII64		d	VI		bII64		bII		64					M	1	0	-4, -5, -1		-5	-4
39	39	1/2	1/2	4/4	3	1		bVI+		d	VI		bVI+		bVI	+						+	1	0	-4, 0, 4		-4	-4
40	40	0	0	4/4	3	1		V7/bIII		d	VI		V7/bIII		V		7		bIII			Mm7	1	0	-2, 2, -1, -4		-2	-2
40	40	1/2	1/2	4/4	3	1		viio7		d	VI		viio7		vii	o	7					o7	1	0	5, 2, -1, -4		5	5
41	41	0	0	4/4	3	2		I|IAC}{		d	VI		I		I					IAC	}{	M	1	0	0, 4, 1		0	0
42	42	0	0	4/4	3	1		V7		d	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
43	43	0	0	4/4	3	2		I		d	VI		I		I							M	1	0	0, 4, 1		0	0
43	43	1/2	1/2	4/4	3	2		V7/ii		d	VI		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
44	44	0	0	4/4	3	2		V7/V|HC}		d	VI		V7/V		V		7		V	HC	}	Mm7	1	0	2, 6, 3, 0		2	2
45	45	0	0	4/4	3	2		i.V{		d	i		V		V						{	M	1	1	1, 5, 2		1	1
46	46	0	0	4/4	3	2		III		d	i		III		III							M	1	1	-3, 1, -2		-3	-3
47	47	0	0	4/4	3	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
48	48	0	0	4/4	3	1		i64		d	i		i64		i		64					m	1	1	1, 0, -3		0	1
49	49	0	0	4/4	3	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
50	50	0	0	4/4	3	1		i43		d	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
51	51	0	0	4/4	3	1		Ger7		d	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
52	52	0	0	4/4	3	2		iv		d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
53	53	0	0	4/4	3	2		iv6		d	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
54	54	0	0	4/4	3	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
55	55	0	0	4/4	3	1		V43/III		d	i		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
56	56	0	0	4/4	3	1		ii65/bII		d	i		ii65/bII		ii		65		bII			mm7	1	1	-6, -2, -5, -3		-3	-6
56	56	1/2	1/2	4/4	3	1		V/vii		d	i		V/vii		V				vii			M	1	1	-1, 3, 0		-1	-1
57	57	0	0	4/4	3	1		viio7/VI		d	i		viio7/VI		vii	o	7		VI			o7	1	1	1, -2, -5, -8		1	1
57	57	3/4	3/4	4/4	3	1		bII64		d	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
58	58	0	0	4/4	3	1		viio7/VI		d	i		viio7/VI		vii	o	7		VI			o7	1	1	1, -2, -5, -8		1	1
58	58	1/4	1/4	4/4	3	1		bII64		d	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
58	58	1/2	1/2	4/4	3	1		viio7/VI		d	i		viio7/VI		vii	o	7		VI			o7	1	1	1, -2, -5, -8		1	1
58	58	3/4	3/4	4/4	3	1		bII64		d	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
59	59	0	0	4/4	3	1		V6(+6)/vii		d	i		V6(+6)/vii		V		6	+6	vii			M	1	1	3, 0, -1	-5	-1	3
59	59	1/4	1/4	4/4	3	1		VI6/vii		d	i		VI6/vii		VI		6		vii			M	1	1	-2, -5, -6		-6	-2
59	59	3/4	3/4	4/4	3	1		V65		d	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
60	60	0	0	4/4	3	2		i[i|IAC}{		d	i	i	i		i					IAC	}{	m	1	1	0, -3, 1		0	0
61	61	0	0	4/4	3	2		VI6		d	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
62	62	0	0	4/4	3	2		#vi6		d	i	i	#vi6		#vi		6					m	1	1	0, 4, 3		3	0
64	64	0	0	4/4	3	2		VI6		d	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
64	64	1/2	1/2	4/4	3	2		V(b9)		d	i	i	V(b9)		V			b9				M	1	1	1, 5, 2	-11	1	1
65	65	0	0	4/4	3	2		VI6		d	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
65	65	1/2	1/2	4/4	3	1		V		d	i	i	V		V							M	1	1	1, 5, 2		1	1
66	66	0	0	4/4	3	3		VI6		d	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
66	66	1/2	1/2	4/4	3	2		V		d	i	i	V		V							M	1	1	1, 5, 2		1	1
67	67	0	0	4/4	3	1		iv64		d	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
68	68	0	0	4/4	3	2		ii%2		d	i	i	ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
74	74	0	0	4/4	3	1		VII6		d	i	i	VII6		VII		6					M	1	1	2, -1, -2		-2	2
74	74	0	0	4/4	3	1		i64		d	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
74	74	0	0	4/4	3	1		V65		d	i	i	V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
75	75	0	0	4/4	3	1		bII64		d	i	i	bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
76	76	0	0	4/4	3	1		viio7		d	i	i	viio7		vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
77	77	0	0	4/4	3	2		i		d	i	i	i		i							m	1	1	0, -3, 1		0	0
81	81	0	0	4/4	3	2		V/VII		d	i	i	V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
82	82	0	0	4/4	3	2		i		d	i	i	i		i							m	1	1	0, -3, 1		0	0
83	83	0	0	4/4	3	2		VII		d	i	i	VII		VII							M	1	1	-2, 2, -1		-2	-2
83	83	1/2	1/2	4/4	3	1		V43		d	i	i	V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
84	84	0	0	4/4	3	2		i		d	i	i	i		i							m	1	1	0, -3, 1		0	0
84	84	1/2	1/2	4/4	3	1		iv		d	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
85	85	0	0	4/4	3	1		i]		d	i	i	i		i							m	1	1	0, -3, 1		0	0
86	86	0	0	4/4	3	2		V7(b9)		d	i		V7(b9)		V		7	b9				Mm7	1	1	1, 5, 2, -1	-11	1	1
98	98	0	0	4/4	3	1		I.iii6		d	I		iii6		iii		6					m	1	0	1, 5, 4		4	1
99	99	0	0	4/4	3	1		III6		d	I		III6		III		6					M	1	0	8, 5, 4		4	8
100	100	0	0	4/4	3	1		vii%7(9)/V		d	I		vii%7(9)/V		vii	%	7	9	V			%7	1	0	6, 3, 0, 4	1	6	6
100	100	3/4	3/4	4/4	3	1		V[I64		d	I	V	I64		I		64					M	1	0	1, 0, 4		0	1
102	102	3/4	3/4	4/4	3	1		V43/IV		d	I	V	V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
103	103	0	0	4/4	3	1		IV6		d	I	V	IV6		IV		6					M	1	0	3, 0, -1		-1	3
104	104	0	0	4/4	3	1		I64		d	I	V	I64		I		64					M	1	0	1, 0, 4		0	1
104	104	3/4	3/4	4/4	3	1		V43/IV		d	I	V	V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
105	105	0	0	4/4	3	1		IV6		d	I	V	IV6		IV		6					M	1	0	3, 0, -1		-1	3
105	105	3/4	3/4	4/4	3	1		I6		d	I	V	I6		I		6					M	1	0	4, 1, 0		0	4
106	106	0	0	4/4	3	1		V(4)		d	I	V	V(4)		V			4				M	1	0	1, 0, 2		1	1
108	108	0	0	4/4	3	1		V		d	I	V	V		V							M	1	0	1, 5, 2		1	1
110	110	0	0	4/4	3	1		V(6)		d	I	V	V(6)		V			6				M	1	0	1, 5, 4		1	1
112	112	0	0	4/4	3	1		V		d	I	V	V		V							M	1	0	1, 5, 2		1	1
113	113	0	0	4/4	3	1		IV64/V		d	I	V	IV64/V		IV		64		V			M	1	0	1, 0, 4		0	1
114	114	0	0	4/4	3	1		I/V		d	I	V	I/V		I				V			M	1	0	1, 5, 2		1	1
115	115	0	0	4/4	3	1		V2/V		d	I	V	V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
115	115	1/2	1/2	4/4	3	2		I/V		d	I	V	I/V		I				V			M	1	0	1, 5, 2		1	1
116	116	0	0	4/4	3	2		IV64/V		d	I	V	IV64/V		IV		64		V			M	1	0	1, 0, 4		0	1
116	116	1/2	1/2	4/4	3	2		V7/V		d	I	V	V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
116	116	3/4	3/4	4/4	3	2		I/V		d	I	V	I/V		I				V			M	1	0	1, 5, 2		1	1
117	117	0	0	4/4	3	1		IV64/V		d	I	V	IV64/V		IV		64		V			M	1	0	1, 0, 4		0	1
117	117	1/2	1/2	4/4	3	1		V(6)/V]		d	I	V	V(6)/V		V			6	V			M	1	0	2, 6, 5		2	2
118	118	0	0	4/4	3	1		viio7/vi		d	I		viio7/vi		vii	o	7		vi			o7	1	0	1, -2, -5, -8		1	1
118	118	1/2	1/2	4/4	3	1		vi		d	I		vi		vi							m	1	0	3, 0, 4		3	3
118	118	3/4	3/4	4/4	3	1		V+		d	I		V+		V	+						+	1	0	1, 5, 9		1	1
119	119	0	0	4/4	3	1		I[I|EC		d	I	I	I		I					EC		M	1	0	0, 4, 1		0	0
121	121	0	0	4/4	3	1		IV		d	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
122	122	0	0	4/4	3	1		I		d	I	I	I		I							M	1	0	0, 4, 1		0	0
122	122	0	0	4/4	3	1		V7/IV		d	I	I	V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
123	123	0	0	4/4	3	2		IV		d	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
124	124	0	0	4/4	3	2		I|PC}		d	I	I	I		I					PC	}	M	1	0	0, 4, 1		0	0
124	124	3/4	3/4	4/4	3	1		{		d	I	I									{		1	0				
125	125	0	0	4/4	3	2		V		d	I	I	V		V							M	1	0	1, 5, 2		1	1
125	125	1/2	1/2	4/4	3	1		I		d	I	I	I		I							M	1	0	0, 4, 1		0	0
126	126	0	0	4/4	3	2		V		d	I	I	V		V							M	1	0	1, 5, 2		1	1
126	126	3/4	3/4	4/4	3	1		I		d	I	I	I		I							M	1	0	0, 4, 1		0	0
127	127	0	0	4/4	3	2		ii2		d	I	I	ii2		ii		2					mm7	1	0	0, 2, -1, 3		2	0
127	127	3/4	3/4	4/4	3	1		V2		d	I	I	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
128	128	0	0	4/4	3	2		V7(b9)/IV]		d	I	I	V7(b9)/IV		V		7	b9	IV			Mm7	1	0	0, 4, 1, -2	-5	0	0
128	128	1/2	1/2	4/4	3	1		ii		d	I		ii		ii							m	1	0	2, -1, 3		2	2
128	128	3/4	3/4	4/4	3	1		V7/vi		d	I		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
129	129	0	0	4/4	3	2		IV		d	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
129	129	1/2	1/2	4/4	3	2		V7/ii		d	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
130	130	0	0	4/4	3	3		V/V		d	I		V/V		V				V			M	1	0	2, 6, 3		2	2
131	131	0	0	4/4	3	1		V(4)		d	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
131	131	1/2	1/2	4/4	3	2		V(64)		d	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
132	132	0	0	4/4	3	2		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
133	133	0	0	4/4	3	1		I|PAC}		d	I		I		I					PAC	}	M	1	0	0, 4, 1		0	0
