mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
40	39	3/4	3/4	4/4	3	1	iv					d	i	I	iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
41	40	0	0	4/4	3	1	i					d	i	I	i	i							m	1	1	2, -1, 3		2	2	1	4	0.2	0.25	3.25	0.07142857142857142
41	40	3/4	3/4	4/4	3	2	V/V					d	i	I	V/V	V				V			M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
42	41	0	0	4/4	3	1	iv6/iv					d	i	I	iv6/iv	iv		6		iv			m	1	1	-3, 1, 0		0	-3	2	3	0.4	1.25	1.25	0.5
42	41	1/2	1/2	4/4	3	1	iv					d	i	I	iv	iv							m	1	1	1, -2, 2		1	1	4	5	0.4444444444444444	1.375	2.125	0.39285714285714285
43	42	1/2	1/2	4/4	3	1	v]					d	i	I	v	v							m	1	1	3, 0, 4		3	3						
43	42	0	0	4/4	3	2	#viio65/v					d	i	I	#viio65/v	#vii	o	65		v			o7	1	1	5, 2, -1, 8		8	5	4	6	0.4	1.375	2.625	0.34375
44	43	0	0	4/4	3	1	ii/VI					d	i		ii/VI	ii				VI			m	1	1	0, -3, 1		0	0	4	4	0.5	0.625	0.875	0.4166666666666667
44	43	3/4	3/4	4/4	3	1	viio/VI					d	i		viio/VI	vii	o			VI			o	1	1	3, 0, -3		3	3	2	2	0.5	0.25	0.5	0.3333333333333333
45	44	0	0	4/4	3	1	VI					d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.25	2.75	0.08333333333333333
45	44	3/4	3/4	4/4	3	1	i43	-0.164435	7.1245		/	d	i		i43	i		43					mm7	1	1	3, 0, 2, -1		2	3	0	3	0.0	0.0	0.75	0.0
46	45	0	0	4/4	3	1	iv					d	i		iv	iv							m	1	1	1, -2, 2		1	1	1	4	0.2	0.25	2.75	0.08333333333333333
46	45	3/4	3/4	4/4	3	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.75	0.0
47	46	0	0	4/4	3	1	ii%7					d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	1	4	0.2	0.25	2.75	0.08333333333333333
47	46	3/4	3/4	4/4	3	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.75	0.0
48	47	0	0	4/4	3	1	ii%7					d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	1	5	0.16666666666666666	0.25	3.75	0.0625
48	47	3/4	3/4	4/4	3	1	i64					d	i		i64	i		64					m	1	1	3, 2, -1		2	3	0	2	0.0	0.0	0.5	0.0
49	48	0	0	4/4	3	1	ii%7					d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	2	4	0.3333333333333333	0.5	1.0	0.3333333333333333
49	48	3/4	3/4	4/4	3	1	i64					d	i		i64	i		64					m	1	1	3, 2, -1		2	3	0	2	0.0	0.0	0.5	0.0
50	49	0	0	4/4	3	1	ii%43					d	i		ii%43	ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	2	6	0.25	0.25	3.25	0.07142857142857142
50	49	3/4	3/4	4/4	3	1	i6(+6)					d	i		i6(+6)	i		6	+6				m	1	1	-1, 3, 2	-2	2	-1	0	2	0.0	0.0	0.5	0.0
51	50	0	0	4/4	3	1	ii%7(6)					d	i		ii%7(6)	ii	%	7	6				%7	1	1	4, 1, 0, 2		4	4	0	2	0.0	0.0	0.5	0.0
51	50	1/4	1/4	4/4	3	1	ii%7					d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	2	1	0.6666666666666666	0.375	0.125	0.75
51	50	1/2	1/2	4/4	3	1	ii%65(4)					d	i		ii%65(4)	ii	%	65	4				%7	1	1	3, -2, 2, 4		4	3	1	1	0.5	0.25	0.25	0.5
51	50	3/4	3/4	4/4	3	1	i64					d	i		i64	i		64					m	1	1	3, 2, -1		2	3	1	2	0.3333333333333333	0.125	0.375	0.25
52	51	0	0	4/4	3	1	ii%43					d	i		ii%43	ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	1	6	0.14285714285714285	0.125	3.625	0.03333333333333333
53	52	0	0	4/4	3	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	16	0.1111111111111111	0.375	3.375	0.1
54	53	1/4	1/4	4/4	3	1	I+					d	i		I+	I	+						+	1	1	2, 6, 10		2	2	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
55	54	0	0	4/4	3	1	#vi6(9#7)					d	i		#vi6(9#7)	#vi		6	9#7				m	1	1	2, 6, 10	0	5	2	1	3	0.25	0.25	0.5	0.3333333333333333
55	54	1/4	1/4	4/4	3	1	#vi6					d	i		#vi6	#vi		6					m	1	1	2, 6, 5		5	2	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
56	55	0	0	4/4	3	1	V7(9)/iv					d	i		V7(9)/iv	V		7	9	iv			Mm7	1	1	2, 6, 3, 0	-3	2	2	5	14	0.2631578947368421	0.75	2.25	0.25
57	56	0	0	4/4	3	1	bII6					d	i		bII6	bII		6					M	1	1	1, -2, -3		-3	1	6	9	0.4	1.0	4.0	0.2
58	57	0	0	4/4	3	1	V65(4)/VI	-0.204497	7.23241		/	d	i		V65(4)/VI	V		65	4	VI			Mm7	1	1	-2, 0, -3, -1		-1	-2	3	2	0.6	0.375	0.75	0.3333333333333333
58	57	1/4	1/4	4/4	3	1	V(64)					d	i		V(64)	V			64				M	1	1	3, 2, -1		3	3	0	3	0.0	0.0	0.625	0.0
58	57	1/2	1/2	4/4	3	1	V(#64)					d	i		V(#64)	V			#64				M	1	1	3, 2, 4	6	3	3	1	5	0.16666666666666666	0.125	1.25	0.09090909090909091
59	58	0	0	4/4	3	1	V7(+9b5)					d	i		V7(+9b5)	V		7	+9b5				Mm7	1	1	3, 7, -3, 1	-2	3	3	2	11	0.15384615384615385	0.25	3.75	0.0625
60	59	0	0	4/4	3	1	i[i					d	i	i	i	i							m	1	1	2, -1, 3		2	2	3	10	0.23076923076923078	0.375	1.375	0.21428571428571427
60	59	3/4	3/4	4/4	3	1	V/iv					d	i	i	V/iv	V				iv			M	1	1	2, 6, 3		2	2	1	3	0.25	0.125	0.375	0.25
61	60	0	0	4/4	3	1	iv					d	i	i	iv	iv							m	1	1	1, -2, 2		1	1	2	6	0.25	0.25	0.75	0.25
61	60	1/2	1/2	4/4	3	1	V					d	i	i	V	V							M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
61	60	5/8	5/8	4/4	3	1	bV(+#8)					d	i	i	bV(+#8)	bV			+#8				M	1	1	-4, 0, -3	10	-4	-4	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
62	61	0	0	4/4	3	1	IV					d	i	i	IV	IV							M	1	1	1, 5, 2		1	1	1	3	0.25	0.125	0.375	0.25
62	61	1/4	1/4	4/4	3	1	iv					d	i	i	iv	iv							m	1	1	1, -2, 2		1	1	1	3	0.25	0.125	0.375	0.25
62	61	1/2	1/2	4/4	3	1	bV64					d	i	i	bV64	bV		64					M	1	1	-3, -4, 0		-4	-3	3	5	0.375	0.375	0.625	0.375
63	62	0	0	4/4	3	1	I					d	i	i	I	I							M	1	1	2, 6, 3		2	2	1	3	0.25	0.125	0.375	0.25
63	62	1/4	1/4	4/4	3	1	bI64					d	i	i	bI64	bI		64					M	1	1	-4, -5, -1		-5	-4	2	6	0.25	0.25	0.75	0.25
63	62	3/4	3/4	4/4	3	1	iv64/iv					d	i	i	iv64/iv	iv		64		iv			m	1	1	1, 0, -3		0	1	0	4	0.0	0.0	0.5	0.0
64	63	0	0	4/4	3	1	i					d	i	i	i	i							m	1	1	2, -1, 3		2	2	3	8	0.2727272727272727	0.375	1.375	0.21428571428571427
64	63	3/4	3/4	4/4	3	1	i(^2)					d	i	i	i(^2)	i			^2				m	1	1	2, 4, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
65	64	0	0	4/4	3	1	#viio7/v					d	i	i	#viio7/v	#vii	o	7		v			o7	1	1	8, 5, 2, -1		8	8						
65	64	0	0	4/4	3	1	v(b5#2)	14.3341	3.44671		/	d	i	i	v(b5#2)	v			b5#2				m	1	1	3, 5, -3		3	3	8	6	0.5714285714285714	2.125	0.875	0.7083333333333334
66	65	0	0	4/4	3	1	#viio7/iv					d	i	i	#viio7/iv	#vii	o	7		iv			o7	1	1	6, 3, 0, -3		6	6						
66	65	0	0	4/4	3	1	iv]	12.0083	3.36256		/	d	i	i	iv	iv							m	1	1	1, -2, 2		1	1	8	6	0.5714285714285714	1.25	1.75	0.4166666666666667
67	66	0	0	4/4	3	1	i6(4)					d	i		i6(4)	i		6	4				m	1	1	1, 3, 2		2	1						
67	66	0	0	4/4	3	1	i6	6.29704	3.24748		/	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.375	0.875	0.3
67	66	1/2	1/2	4/4	3	1	bII(2)					d	i		bII(2)	bII			2				M	1	1	-1, 1, -2		-3	-1	1	1	0.5	0.125	0.125	0.5
67	66	3/4	3/4	4/4	3	1	bII					d	i		bII	bII							M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
68	67	0	0	4/4	3	1	i(b2)					d	i		i(b2)	i			b2				m	1	1	-3, -1, 3		2	-3						
68	67	0	0	4/4	3	1	i	5.52677	2.92298		/	d	i		i	i							m	1	1	2, -1, 3		2	2	7	10	0.4117647058823529	1.0	2.25	0.3076923076923077
69	68	1/4	1/4	4/4	3	1	i(6)					d	i		i(6)	i			6				m	1	1	2, -1, -2		2	2	1	3	0.25	0.125	1.125	0.1
69	68	3/4	3/4	4/4	3	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.25	1.0	0.2
70	69	1/4	1/4	4/4	3	1	i(4)					d	i		i(4)	i			4				m	1	1	2, 1, 3		2	2	1	3	0.25	0.125	1.125	0.1
70	69	3/4	3/4	4/4	3	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
71	70	0	0	4/4	3	1	ii%43					d	i		ii%43	ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	1	4	0.2	0.125	1.875	0.0625
71	70	1/2	1/2	4/4	3	1	ii%65					d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	4	2	0.6666666666666666	0.625	0.375	0.625
72	71	0	0	4/4	3	1	ii%2					d	i		ii%2	ii	%	2					%7	1	1	2, 4, 1, -2		4	2	1	4	0.2	0.125	2.5	0.047619047619047616
72	71	1/4	1/4	4/4	3	1	ii%65					d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	4	3	0.5714285714285714	0.5	0.875	0.36363636363636365
73	72	0	0	4/4	3	1	ii%43					d	i		ii%43	ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	2	6	0.25	0.25	2.5	0.09090909090909091
74	73	0	0	4/4	3	1	V[i					d	i	V	i	i							m	1	1	2, -1, 3		2	2	0	7	0.0	0.0	3.0	0.0
74	73	1/2	1/2	4/4	3	1	I					d	i	V	I	I							M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	1.0	0.0
75	74	0	0	4/4	3	1	V7(#6#4)					d	i	V	V7(#6#4)	V		7	#6#4				Mm7	1	1	3, 7, 9, 6		3	3	1	4	0.2	0.125	0.625	0.16666666666666666
75	74	1/4	1/4	4/4	3	1	V7					d	i	V	V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	2	8	0.2	0.25	1.5	0.14285714285714285
76	75	0	0	4/4	3	1	V7(^8#6)					d	i	V	V7(^8#6)	V		7	^8#6				Mm7	1	1	3, 7, 4, 6		3	3	1	4	0.2	0.125	0.625	0.16666666666666666
76	75	1/4	1/4	4/4	3	1	V7(9)					d	i	V	V7(9)	V		7	9				Mm7	1	1	3, 7, 4, 1	-2	3	3	2	12	0.14285714285714285	0.25	2.0	0.1111111111111111
77	76	0	0	4/4	3	1	V(64)/I					d	i	V	V(64)/I	V			64	I			M	1	1	3, 2, 6		3	3	3	9	0.25	0.375	1.125	0.25
77	76	1/2	1/2	4/4	3	1	V7/I]					d	i	V	V7/I	V		7		I			Mm7	1	1	3, 7, 4, 1		3	3	3	10	0.23076923076923078	0.375	1.375	0.21428571428571427
78	77	0	0	4/4	3	1	I(94)					d	i		I(94)	I			94				M	1	1	2, 1, 3	4	2	2	0	5	0.0	0.0	1.5	0.0
78	77	1/4	1/4	4/4	3	1	I|PAC}					d	i		I	I					PAC	}	M	1	1	2, 6, 3		2	2	0	8	0.0	0.0	2.0	0.0
79	78	0	0	4/4	3	1	V65(9#6)					d	i		V65(9#6)	V		65	9#6				Mm7	1	1	7, 4, 6, 3	-2	3	7						
79	78	0	0	4/4	3	1	V65(9)	6.01766	4.18055	-2.0575	/	d	i		V65(9)	V		65	9				Mm7	1	1	7, 4, 1, 3	-2	3	7	1	4	0.2	0.25	3.0	0.07692307692307693
79	78	3/4	3/4	4/4	3	3	V7	-0.116273	5.24694		/	d	i		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	8	12	0.4	1.375	3.625	0.275
81	80	0	0	4/4	3	1	i(4)					d	i		i(4)	i			4				m	1	1	2, 1, 3		2	2						
81	80	0	0	4/4	3	1	i	6.5069	5.20817	0.351902	/	d	i		i	i							m	1	1	2, -1, 3		2	2	2	11	0.15384615384615385	0.5	2.5	0.16666666666666666
81	80	3/4	3/4	4/4	3	1	bII6					d	i		bII6	bII		6					M	1	1	1, -2, -3		-3	1	0	6	0.0	0.0	1.0	0.0
82	81	0	0	4/4	3	1	V[i6					d	i	V	i6	i		6					m	1	1	-1, 3, 2		2	-1	0	6	0.0	0.0	3.25	0.0
82	81	1/4	1/4	4/4	3	1	V6/iv					d	i	V	V6/iv	V		6		iv			M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
82	81	1/2	1/2	4/4	3	1	iio6					d	i	V	iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	1.0	0.0
82	81	3/4	3/4	4/4	3	1	V6/V]					d	i	V	V6/V	V		6		V			M	1	1	8, 5, 4		4	8	2	2	0.5	0.25	0.25	0.5
83	82	0	0	4/4	3	2	i|IAC}					d	i		i	i					IAC	}	m	1	1	2, -1, 3		2	2	0	25	0.0	0.0	11.0	0.0
