mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	2	d.i{						d	i		i		i						{	m	1	1	2, -1, 3		2	2	18	38	0.32142857142857145	3.5	6.5	0.35
4	4	0	0	4/4	3	1	VI						d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	7	7	0.5	1.5	2.5	0.375
5	5	0	0	4/4	3	1	i6						d	i		i6		i		6					m	1	1	-1, 3, 2		2	-1	5	7	0.4166666666666667	1.5	3.5	0.3
6	6	0	0	4/4	3	1	i7						d	i		i7		i		7					mm7	1	1	2, -1, 3, 0		2	2	5	8	0.38461538461538464	1.125	3.375	0.25
7	7	0	0	4/4	3	1	VI						d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.25	2.25	0.1
7	7	1/2	1/2	4/4	3	1	i43						d	i		i43		i		43					mm7	1	1	3, 0, 2, -1		2	3	9	12	0.42857142857142855	2.5	5.0	0.3333333333333333
9	9	0	0	4/4	3	2	vii6						d	i		vii6		vii		6					m	1	1	-3, 1, 0		0	-3	1	6	0.14285714285714285	0.125	2.875	0.041666666666666664
9	9	1/2	1/2	4/4	3	2	i						d	i		i		i							m	1	1	2, -1, 3		2	2	4	2	0.6666666666666666	0.5	0.5	0.5
10	10	0	0	4/4	3	1	vii						d	i		vii		vii							m	1	1	0, -3, 1		0	0	9	7	0.5625	1.875	3.125	0.375
11	11	0	0	4/4	3	1	Ger65/vii						d	i		Ger65/vii	Ger	vii	o	65	b3	V/vii			Ger	1	1	-4, 0, -3, 6		6	-4	2	6	0.25	0.25	2.25	0.1
11	11	1/2	1/2	4/4	3	1	vii64						d	i		vii64		vii		64					m	1	1	1, 0, -3		0	1	3	5	0.375	0.375	2.125	0.15
12	12	0	0	4/4	3	2	V7/bIV						d	i		V7/bIV		V		7		bIV			Mm7	1	1	-5, -1, -4, -7		-5	-5	16	13	0.5517241379310345	3.5	4.0	0.4666666666666667
14	14	0	0	4/4	3	3	V7/VI						d	i		V7/VI		V		7		VI			Mm7	1	1	-1, 3, 0, -3		-1	-1	3	5	0.375	0.5	1.5	0.25
14	14	1/2	1/2	4/4	3	3	VI						d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.125	1.125	0.1
14	14	3/4	3/4	4/4	3	3	It6/III						d	i		It6/III	It	vii	o	6	b3	V/III			It	1	1	-5, -1, 5		5	-5	0	4	0.0	0.0	0.625	0.0
15	15	0	0	4/4	3	1	i						d	i		i		i							m	1	1	2, -1, 3		2	2	3	9	0.25	0.75	1.1875	0.3870967741935484
16	16	0	0	4/4	3	1	VI						d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	6	5	0.5454545454545454	1.125	1.25	0.47368421052631576
16	16	3/4	3/4	4/4	3	1	V2(+4)						d	i		V2(+4)		V		2	+4				Mm7	1	1	1, 3, 7, 4	2	3	1	0	6	0.0	0.0	0.9375	0.0
17	17	0	0	4/4	3	2	i6(#7)					III+	d	i		i6(#7)		i		6	#7				m	1	1	-1, 3, 7		2	-1	3	4	0.42857142857142855	0.75	1.25	0.375
17	17	1/2	1/2	4/4	3	2	ii%7						d	i		ii%7		ii	%	7					%7	1	1	4, 1, -2, 2		4	4	0	5	0.0	0.0	1.125	0.0
17	17	3/4	3/4	4/4	3	2	Fr2/IV						d	i		Fr2/IV	Fr	V		2	b5	V/IV			Fr	1	1	1, 3, 7, -3		3	1	3	3	0.5	0.5	0.75	0.4
18	18	0	0	4/4	3	2	i						d	i		i		i							m	1	1	2, -1, 3		2	2	4	13	0.23529411764705882	1.0	3.875	0.20512820512820512
19	19	0	0	4/4	3	2	VI6						d	i		VI6		VI		6					M	1	1	2, -1, -2		-2	2	2	5	0.2857142857142857	0.5	2.0	0.2
19	19	1/2	1/2	4/4	3	2	iii						d	i		iii		iii							m	1	1	-1, -4, 0		-1	-1	5	4	0.5555555555555556	1.0	1.5	0.4
20	20	0	0	4/4	3	1	ii65						d	i		ii65		ii		65					mm7	1	1	1, 5, 2, 4		4	1	1	7	0.125	0.125	2.375	0.05
20	20	1/2	1/2	4/4	3	1	V(+4)						d	i		V(+4)		V			+4				M	1	1	3, 7, 4	2	3	3	0	9	0.0	0.0	2.5	0.0
21	21	0	0	4/4	3	1	i7						d	i		i7		i		7					mm7	1	1	2, -1, 3, 0		2	2	4	5	0.4444444444444444	1.375	2.375	0.36666666666666664
21	21	1/2	1/2	4/4	3	1	ii65						d	i		ii65		ii		65					mm7	1	1	1, 5, 2, 4		4	1	3	10	0.23076923076923078	0.5	3.5	0.125
22	22	1/2	1/2	4/4	3	1	V(94)						d	i		V(94)		V			94				M	1	1	3, 2, 4	-2	3	3	2	7	0.2222222222222222	0.375	2.125	0.15
23	23	0	0	4/4	3	1	Fr65						d	i		Fr65	Fr	V		65	b5	V			Fr	1	1	8, -2, 2, 4		4	8	2	16	0.1111111111111111	0.75	6.875	0.09836065573770492
24	24	1/2	1/2	4/4	3	2	V(94)						d	i		V(94)		V			94				M	1	1	3, 2, 4	-2	3	3	5	10	0.3333333333333333	1.375	3.125	0.3055555555555556
25	25	1/2	1/2	4/4	3	2	ii%2						d	i		ii%2		ii	%	2					%7	1	1	2, 4, 1, -2		4	2	6	12	0.3333333333333333	2.0	5.25	0.27586206896551724
27	27	0	0	4/4	3	2	viio43/V						d	i		viio43/V		vii	o	43		V			o7	1	1	2, -1, 8, 5		8	2	15	20	0.42857142857142855	3.25	11.0	0.22807017543859648
29	29	1/2	1/2	4/4	3	1	Fr65/vii						d	i		Fr65/vii	Fr	V		65	b5	V/vii			Fr	1	1	6, -4, 0, 2		2	6						
29	29	0	0	4/4	3	2	VI						d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	4	7	0.36363636363636365	1.375	3.625	0.275
30	30	0	0	4/4	3	1	V7/V						d	i		V7/V		V		7		V			Mm7	1	1	4, 8, 5, 2		4	4	2	5	0.2857142857142857	1.0	5.0	0.16666666666666666
31	31	0	0	4/4	3	2	V(4)|HC}						d	i		V(4)		V			4		HC	}	M	1	1	3, 2, 4		3	3	16	19	0.45714285714285713	4.75	7.125	0.4
33	33	0	0	4/4	3	2	iv64{						d	i		iv64		iv		64				{	m	1	1	2, 1, -2		1	2	18	15	0.5454545454545454	5.625	4.75	0.5421686746987951
35	35	0	0	4/4	3	1	iv						d	i		iv		iv							m	1	1	1, -2, 2		1	1	1	5	0.16666666666666666	1.0	3.0	0.25
35	35	1/2	1/2	4/4	3	1	III+6						d	i		III+6		III	+	6					+	1	1	3, 7, -1		-1	3	0	5	0.0	0.0	2.0	0.0
36	36	0	0	4/4	3	1	i7						d	i		i7		i		7					mm7	1	1	2, -1, 3, 0		2	2	10	11	0.47619047619047616	4.5	5.0	0.47368421052631576
37	37	1/2	1/2	4/4	3	1	VI.V(+b6)/ii						d	VI		V(+b6)/ii		V			+b6	ii			M	1	0	1, 5, 2	-10	1	1	3	4	0.42857142857142855	0.75	1.5	0.3333333333333333
38	38	0	0	4/4	3	1	viio2						d	VI		viio2		vii	o	2					o7	1	0	-6, 3, 0, -3		3	-6	1	6	0.14285714285714285	0.25	3.0	0.07692307692307693
38	38	1/2	1/2	4/4	3	1	viio6/IV						d	VI		viio6/IV		vii	o	6		IV			o	1	0	-1, -4, 2		2	-1	6	5	0.5454545454545454	2.0	1.75	0.5333333333333333
39	39	1/2	1/2	4/4	3	1	bVI+						d	VI		bVI+		bVI	+						+	1	0	-6, -2, 2		-6	-6						
39	39	0	0	4/4	3	2	bII64						d	VI		bII64		bII		64					M	1	0	-6, -7, -3		-7	-6	4	7	0.36363636363636365	1.0	2.0	0.3333333333333333
40	40	0	0	4/4	3	1	V7/bIII						d	VI		V7/bIII		V		7		bIII			Mm7	1	0	-4, 0, -3, -6		-4	-4	1	5	0.16666666666666666	0.125	3.0	0.04
40	40	1/2	1/2	4/4	3	1	viio7						d	VI		viio7		vii	o	7					o7	1	0	3, 0, -3, -6		3	3	1	4	0.2	0.125	1.0	0.1111111111111111
41	41	0	0	4/4	3	2	I|IAC}{						d	VI		I		I					IAC	}{	M	1	0	-2, 2, -1		-2	-2	2	11	0.15384615384615385	0.375	4.125	0.08333333333333333
42	42	0	0	4/4	3	1	V7						d	VI		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	4	5	0.4444444444444444	1.25	2.5	0.3333333333333333
43	43	0	0	4/4	3	2	I						d	VI		I		I							M	1	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.375	1.625	0.1875
43	43	1/2	1/2	4/4	3	2	V7/ii						d	VI		V7/ii		V		7		ii			Mm7	1	0	1, 5, 2, -1		1	1	1	6	0.14285714285714285	0.25	1.75	0.125
44	44	0	0	4/4	3	2	V7/V|HC}						d	VI		V7/V		V		7		V	HC	}	Mm7	1	0	0, 4, 1, -2		0	0	3	9	0.25	0.625	3.375	0.15625
45	45	0	0	4/4	3	2	i.V{						d	i		V		V						{	M	1	1	3, 7, 4		3	3	5	7	0.4166666666666667	1.0	1.3125	0.43243243243243246
46	46	0	0	4/4	3	2	III						d	i		III		III							M	1	1	-1, 3, 0		-1	-1	7	5	0.5833333333333334	1.0625	1.25	0.4594594594594595
47	47	0	0	4/4	3	1	V6						d	i		V6		V		6					M	1	1	7, 4, 3		3	7	8	6	0.5714285714285714	2.0	2.0	0.5
48	48	0	0	4/4	3	1	i64						d	i		i64		i		64					m	1	1	3, 2, -1		2	3	11	5	0.6875	2.375	1.625	0.59375
49	49	0	0	4/4	3	1	i6						d	i		i6		i		6					m	1	1	-1, 3, 2		2	-1	5	7	0.4166666666666667	1.5	1.5	0.5
50	50	0	0	4/4	3	1	i43						d	i		i43		i		43					mm7	1	1	3, 0, 2, -1		2	3	5	8	0.38461538461538464	0.875	2.875	0.23333333333333334
51	51	0	0	4/4	3	1	Ger7						d	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	8, -2, 2, -1		8	8	7	12	0.3684210526315789	1.125	2.75	0.2903225806451613
52	52	0	0	4/4	3	2	iv						d	i		iv		iv							m	1	1	1, -2, 2		1	1	7	10	0.4117647058823529	1.625	5.25	0.23636363636363636
53	53	0	0	4/4	3	2	iv6						d	i		iv6		iv		6					m	1	1	-2, 2, 1		1	-2	4	9	0.3076923076923077	1.0	4.75	0.17391304347826086
54	54	0	0	4/4	3	1	i6						d	i		i6		i		6					m	1	1	-1, 3, 2		2	-1	6	5	0.5454545454545454	2.5	2.5	0.5
55	55	0	0	4/4	3	1	V43/III						d	i		V43/III		V		43		III			Mm7	1	1	1, -2, 0, 4		0	1	4	9	0.3076923076923077	0.5	3.75	0.11764705882352941
56	56	0	0	4/4	3	1	ii65/bII						d	i		ii65/bII		ii		65		bII			mm7	1	1	-4, 0, -3, -1		-1	-4	0	7	0.0	0.0	3.0	0.0
56	56	1/2	1/2	4/4	3	1	V/vii						d	i		V/vii		V				vii			M	1	1	1, 5, 2		1	1	3	4	0.42857142857142855	0.75	1.0	0.42857142857142855
57	57	0	0	4/4	3	1	viio7/VI						d	i		viio7/VI		vii	o	7		VI			o7	1	1	3, 0, -3, -6		3	3	2	5	0.2857142857142857	0.5	3.0	0.14285714285714285
57	57	3/4	3/4	4/4	3	1	bII64						d	i		bII64		bII		64					M	1	1	-2, -3, 1		-3	-2	1	3	0.25	0.125	0.625	0.16666666666666666
58	58	0	0	4/4	3	1	viio7/VI						d	i		viio7/VI		vii	o	7		VI			o7	1	1	3, 0, -3, -6		3	3	1	3	0.25	0.25	1.0	0.2
58	58	1/4	1/4	4/4	3	1	bII64						d	i		bII64		bII		64					M	1	1	-2, -3, 1		-3	-2	1	2	0.3333333333333333	0.125	0.375	0.25
58	58	1/2	1/2	4/4	3	1	viio7/VI						d	i		viio7/VI		vii	o	7		VI			o7	1	1	3, 0, -3, -6		3	3	2	2	0.5	0.5	0.75	0.4
58	58	3/4	3/4	4/4	3	1	bII64						d	i		bII64		bII		64					M	1	1	-2, -3, 1		-3	-2	1	2	0.3333333333333333	0.125	0.375	0.25
59	59	0	0	4/4	3	1	V6(+6)/vii						d	i		V6(+6)/vii		V		6	+6	vii			M	1	1	5, 2, 1	-3	1	5	1	4	0.2	0.125	1.375	0.08333333333333333
59	59	1/4	1/4	4/4	3	1	VI6/vii						d	i		VI6/vii		VI		6		vii			M	1	1	0, -3, -4		-4	0	1	3	0.25	0.125	1.375	0.08333333333333333
59	59	3/4	3/4	4/4	3	1	V65						d	i		V65		V		65					Mm7	1	1	7, 4, 1, 3		3	7	1	5	0.16666666666666666	0.125	1.125	0.1
60	60	0	0	4/4	3	2	i[i|IAC}{						d	i	i	i		i					IAC	}{	m	1	1	2, -1, 3		2	2	7	7	0.5	2.25	3.0	0.42857142857142855
61	61	0	0	4/4	3	2	VI6						d	i	i	VI6		VI		6					M	1	1	2, -1, -2		-2	2	3	11	0.21428571428571427	0.375	5.375	0.06521739130434782
62	62	0	0	4/4	3	2	#vi6						d	i	i	#vi6		#vi		6					m	1	1	2, 6, 5		5	2	9	15	0.375	2.125	6.875	0.2361111111111111
64	64	0	0	4/4	3	2	VI6						d	i	i	VI6		VI		6					M	1	1	2, -1, -2		-2	2	0	7	0.0	0.0	3.0	0.0
64	64	1/2	1/2	4/4	3	2	V(b9)						d	i	i	V(b9)		V			b9				M	1	1	3, 7, 4	-9	3	3	10	6	0.625	4.375	1.625	0.7291666666666666
65	65	1/2	1/2	4/4	3	1	V						d	i	i	V		V							M	1	1	3, 7, 4		3	3						
65	65	0	0	4/4	3	2	VI6						d	i	i	VI6		VI		6					M	1	1	2, -1, -2		-2	2	8	12	0.4	1.625	6.625	0.19696969696969696
66	66	1/2	1/2	4/4	3	2	V						d	i	i	V		V							M	1	1	3, 7, 4		3	3						
66	66	0	0	4/4	3	3	VI6						d	i	i	VI6		VI		6					M	1	1	2, -1, -2		-2	2	7	9	0.4375	1.375	3.3125	0.29333333333333333
67	67	0	0	4/4	3	1	iv64						d	i	i	iv64		iv		64					m	1	1	2, 1, -2		1	2	2	9	0.18181818181818182	0.5	1.875	0.21052631578947367
68	68	0	0	4/4	3	2	ii%2						d	i	i	ii%2		ii	%	2					%7	1	1	2, 4, 1, -2		4	2	21	53	0.28378378378378377	4.125	22.3125	0.15602836879432624
74	74	0	0	4/4	3	1	VII6						d	i	i	VII6		VII		6					M	1	1	4, 1, 0		0	4						
74	74	0	0	4/4	3	1	i64	17.7794	6.8001		/		d	i	i	i64		i		64					m	1	1	3, 2, -1		2	3						
74	74	0	0	4/4	3	1	V65	26.6691	7.09975		/		d	i	i	V65		V		65					Mm7	1	1	7, 4, 1, 3		3	7	9	8	0.5294117647058824	3.25	1.125	0.7428571428571429
75	75	0	0	4/4	3	1	bII64						d	i	i	bII64		bII		64					M	1	1	-2, -3, 1		-3	-2	10	10	0.5	2.5	3.375	0.425531914893617
76	76	0	0	4/4	3	1	viio7						d	i	i	viio7		vii	o	7					o7	1	1	0, -3, -6, -9		0	0	13	2	0.8666666666666667	4.625	0.375	0.925
77	77	0	0	4/4	3	2	i						d	i	i	i		i							m	1	1	2, -1, 3		2	2	23	34	0.40350877192982454	4.5625	16.8125	0.2134502923976608
81	81	0	0	4/4	3	2	V/VII						d	i	i	V/VII		V				VII			M	1	1	1, 5, 2		1	1	8	5	0.6153846153846154	2.75	2.5	0.5238095238095238
82	82	0	0	4/4	3	2	i						d	i	i	i		i							m	1	1	2, -1, 3		2	2	15	8	0.6521739130434783	4.875	5.375	0.47560975609756095
83	83	1/2	1/2	4/4	3	1	V43						d	i	i	V43		V		43					Mm7	1	1	4, 1, 3, 7		3	4						
83	83	0	0	4/4	3	2	VII						d	i	i	VII		VII							M	1	1	0, 4, 1		0	0	12	7	0.631578947368421	6.25	3.25	0.6578947368421053
84	84	1/2	1/2	4/4	3	1	iv						d	i	i	iv		iv							m	1	1	1, -2, 2		1	1						
84	84	0	0	4/4	3	2	i						d	i	i	i		i							m	1	1	2, -1, 3		2	2	10	6	0.625	2.75	3.25	0.4583333333333333
85	85	0	0	4/4	3	1	i]						d	i	i	i		i							m	1	1	2, -1, 3		2	2	8	5	0.6153846153846154	2.0	2.875	0.41025641025641024
86	86	0	0	4/4	3	2	V7(b9)						d	i		V7(b9)		V		7	b9				Mm7	1	1	3, 7, 4, 1	-9	3	3	64	87	0.423841059602649	12.125	32.875	0.26944444444444443
98	98	0	0	4/4	3	1	I.iii6						d	I		iii6		iii		6					m	1	0	3, 7, 6		6	3	4	8	0.3333333333333333	0.5	3.0	0.14285714285714285
99	99	0	0	4/4	3	1	III6						d	I		III6		III		6					M	1	0	10, 7, 6		6	10	5	6	0.45454545454545453	1.75	0.75	0.7
100	100	0	0	4/4	3	1	vii%7(9)/V						d	I		vii%7(9)/V		vii	%	7	9	V			%7	1	0	8, 5, 2, 6	3	8	8	2	5	0.2857142857142857	0.25	1.5	0.14285714285714285
100	100	3/4	3/4	4/4	3	1	V[I64						d	I	V	I64		I		64					M	1	0	3, 2, 6		2	3	5	23	0.17857142857142858	0.625	5.125	0.10869565217391304
102	102	3/4	3/4	4/4	3	1	V43/IV						d	I	V	V43/IV		V		43		IV			Mm7	1	0	3, 0, 2, 6		2	3	1	4	0.2	0.125	0.625	0.16666666666666666
103	103	0	0	4/4	3	1	IV6						d	I	V	IV6		IV		6					M	1	0	5, 2, 1		1	5	11	6	0.6470588235294118	2.5	1.5	0.625
104	104	0	0	4/4	3	1	I64						d	I	V	I64		I		64					M	1	0	3, 2, 6		2	3	2	8	0.2	0.25	2.75	0.08333333333333333
104	104	3/4	3/4	4/4	3	1	V43/IV						d	I	V	V43/IV		V		43		IV			Mm7	1	0	3, 0, 2, 6		2	3	0	6	0.0	0.0	0.75	0.0
105	105	0	0	4/4	3	1	IV6						d	I	V	IV6		IV		6					M	1	0	5, 2, 1		1	5	11	4	0.7333333333333333	2.625	0.625	0.8076923076923077
105	105	3/4	3/4	4/4	3	1	I6						d	I	V	I6		I		6					M	1	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
106	106	0	0	4/4	3	1	V(4)						d	I	V	V(4)		V			4				M	1	0	3, 2, 4		3	3	8	21	0.27586206896551724	1.125	5.625	0.16666666666666666
108	108	0	0	4/4	3	1	V						d	I	V	V		V							M	1	0	3, 7, 4		3	3	11	19	0.36666666666666664	1.75	4.25	0.2916666666666667
110	110	0	0	4/4	3	1	V(6)						d	I	V	V(6)		V			6				M	1	0	3, 7, 6		3	3	14	24	0.3684210526315789	2.25	3.75	0.375
112	112	0	0	4/4	3	1	V						d	I	V	V		V							M	1	0	3, 7, 4		3	3	3	14	0.17647058823529413	0.375	2.625	0.125
113	113	0	0	4/4	3	1	IV64/V						d	I	V	IV64/V		IV		64		V			M	1	0	3, 2, 6		2	3	8	9	0.47058823529411764	1.375	1.125	0.55
114	114	0	0	4/4	3	1	I/V						d	I	V	I/V		I				V			M	1	0	3, 7, 4		3	3	2	15	0.11764705882352941	0.25	2.0	0.1111111111111111
115	115	0	0	4/4	3	1	V2/V						d	I	V	V2/V		V		2		V			Mm7	1	0	2, 4, 8, 5		4	2	3	8	0.2727272727272727	0.375	2.125	0.15
115	115	1/2	1/2	4/4	3	2	I/V						d	I	V	I/V		I				V			M	1	0	3, 7, 4		3	3	1	10	0.09090909090909091	0.125	1.375	0.08333333333333333
116	116	0	0	4/4	3	2	IV64/V						d	I	V	IV64/V		IV		64		V			M	1	0	3, 2, 6		2	3	4	6	0.4	0.875	1.125	0.4375
116	116	1/2	1/2	4/4	3	2	V7/V						d	I	V	V7/V		V		7		V			Mm7	1	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.125	0.875	0.125
116	116	3/4	3/4	4/4	3	2	I/V						d	I	V	I/V		I				V			M	1	0	3, 7, 4		3	3	0	6	0.0	0.0	1.0	0.0
117	117	0	0	4/4	3	1	IV64/V						d	I	V	IV64/V		IV		64		V			M	1	0	3, 2, 6		2	3	5	4	0.5555555555555556	0.875	2.125	0.2916666666666667
117	117	1/2	1/2	4/4	3	1	V(6)/V]						d	I	V	V(6)/V		V			6	V			M	1	0	4, 8, 7		4	4	2	7	0.2222222222222222	0.25	1.75	0.125
118	118	0	0	4/4	3	1	viio7/vi						d	I		viio7/vi		vii	o	7		vi			o7	1	0	3, 0, -3, -6		3	3	5	0	1.0	2.5	0.0	1.0
118	118	1/2	1/2	4/4	3	1	vi						d	I		vi		vi							m	1	0	5, 2, 6		5	5	0	5	0.0	0.0	1.25	0.0
118	118	3/4	3/4	4/4	3	1	V+						d	I		V+		V	+						+	1	0	3, 7, 11		3	3	2	5	0.2857142857142857	0.25	1.0	0.2
119	119	0	0	4/4	3	1	I[I|EC						d	I	I	I		I					EC		M	1	0	2, 6, 3		2	2	6	32	0.15789473684210525	0.75	10.0	0.06976744186046512
121	121	0	0	4/4	3	1	IV						d	I	I	IV		IV							M	1	0	1, 5, 2		1	1	13	9	0.5909090909090909	2.75	2.25	0.55
122	122	0	0	4/4	3	1	I						d	I	I	I		I							M	1	0	2, 6, 3		2	2						
122	122	0	0	4/4	3	1	V7/IV	19.2814	4.86367	0.0296125	/		d	I	I	V7/IV		V		7		IV			Mm7	1	0	2, 6, 3, 0		2	2	2	14	0.125	0.25	4.75	0.05
123	123	0	0	4/4	3	2	IV						d	I	I	IV		IV							M	1	0	1, 5, 2		1	1	14	8	0.6363636363636364	2.875	2.125	0.575
124	124	0	0	4/4	3	2	I|PC}						d	I	I	I		I					PC	}	M	1	0	2, 6, 3		2	2	6	19	0.24	1.125	6.875	0.140625
125	125	1/2	1/2	4/4	3	1	I						d	I	I	I		I							M	1	0	2, 6, 3		2	2						
125	125	0	0	4/4	3	2	V						d	I	I	V		V							M	1	0	3, 7, 4		3	3	10	16	0.38461538461538464	3.5	4.625	0.4307692307692308
126	126	3/4	3/4	4/4	3	1	I						d	I	I	I		I							M	1	0	2, 6, 3		2	2						
126	126	0	0	4/4	3	2	V						d	I	I	V		V							M	1	0	3, 7, 4		3	3	11	13	0.4583333333333333	4.125	3.375	0.55
127	127	3/4	3/4	4/4	3	1	V2						d	I	I	V2		V		2					Mm7	1	0	1, 3, 7, 4		3	1						
127	127	0	0	4/4	3	2	ii2						d	I	I	ii2		ii		2					mm7	1	0	2, 4, 1, 5		4	2	11	11	0.5	2.625	3.75	0.4117647058823529
128	128	3/4	3/4	4/4	3	1	V7/vi						d	I		V7/vi		V		7		vi			Mm7	1	0	6, 10, 7, 4		6	6						
128	128	0	0	4/4	3	2	V7(b9)/IV]						d	I	I	V7(b9)/IV		V		7	b9	IV			Mm7	1	0	2, 6, 3, 0	-3	2	2	0	4	0.0	0.0	2.0	0.0
128	128	1/2	1/2	4/4	3	1	ii						d	I		ii		ii							m	1	0	4, 1, 5		4	4	3	4	0.42857142857142855	0.625	0.875	0.4166666666666667
129	129	0	0	4/4	3	2	IV						d	I		IV		IV							M	1	0	1, 5, 2		1	1	0	4	0.0	0.0	2.25	0.0
129	129	1/2	1/2	4/4	3	2	V7/ii						d	I		V7/ii		V		7		ii			Mm7	1	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	1.75	0.0
130	130	0	0	4/4	3	3	V/V						d	I		V/V		V				V			M	1	0	4, 8, 5		4	4	2	9	0.18181818181818182	0.5	3.5	0.125
131	131	0	0	4/4	3	1	V(4)						d	I		V(4)		V			4				M	1	0	3, 2, 4		3	3	0	4	0.0	0.0	3.5	0.0
131	131	1/2	1/2	4/4	3	2	V(64)						d	I		V(64)		V			64				M	1	0	3, 2, 6		3	3	0	1	0.0	0.0	0.5	0.0
132	132	0	0	4/4	3	2	V7						d	I		V7		V		7					Mm7	1	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.25	3.75	0.0625
133	133	0	0	4/4	3	1	I|PAC}						d	I		I		I					PAC	}	M	1	0	2, 6, 3		2	2	6	49	0.10909090909090909	0.875	26.25	0.03225806451612903
